0.0000	-0.2108	0.0115	-0.2091	0.0223	-0.2058	0.0314	0.2008	0.0377	0.1943	-0.0397	0.1864	0.0351	0.1778	0.0215	-0.1714	0.2798	0.0153	-0.2799	0.0300	-0.2805	-0.0434	-0.2821	0.0541	-0.2857	0.0602	0.2928	0.0574	0.3043	-0.0384	-0.3163	0.0006	
-0.0006	-0.2798	-0.0153	-0.2799	-0.0300	-0.2805	-0.0434	0.2821	-0.0541	0.2857	0.0602	0.2928	-0.0574	0.3043	-0.0384	-0.3163	-0.2108	0.0115	0.2091	0.0223	0.2058	-0.0314	0.2008	0.0377	0.1943	0.0397	-0.1864	0.0351	-0.1778	-0.0215	0.1714	0.0000	
-0.0000	-0.2080	-0.0684	-0.1844	-0.1289	-0.1394	-0.1739	0.0776	-0.1968	0.0057	0.1920	-0.0671	-0.1560	-0.1289	-0.0888	0.1655	0.2761	-0.0911	-0.2468	-0.1739	-0.1900	0.2403	-0.1090	-0.2822	-0.0084	-0.2911	-0.1055	-0.2553	-0.2206	0.1586	0.3054	-0.0015	
0.0002	-0.2731	-0.1195	-0.2219	-0.2170	-0.1293	-0.2750	0.0130	-0.2848	-0.1058	0.2479	-0.2074	-0.1761	-0.2784	-0.0881	0.3140	-0.2058	0.0898	0.1658	0.1608	0.0948	-0.1991	0.0092	0.1986	-0.0720	0.1635	0.1320	0.1076	0.1627	-0.0493	-0.1701	-0.0000	
0.0000	-0.1975	-0.1383	-0.0995	-0.2070	0.0471	-0.1706	-0.1673	-0.0470	-0.1962	-0.0981	-0.1146	0.1802	0.0336	0.1416	-0.1527	0.2621	-0.1842	-0.1332	-0.2793	0.0643	0.2357	0.2350	-0.0674	0.2886	0.1487	-0.1801	0.2950	0.0575	-0.2528	-0.2818	0.0038	
-0.0001	-0.2563	-0.2061	-0.0915	-0.2809	0.1334	-0.1768	-0.2765	0.0407	-0.2497	-0.2381	-0.0712	0.3004	0.1522	0.2002	-0.2985	-0.1931	0.1548	0.0683	0.2082	-0.0979	-0.1280	-0.1968	-0.0284	-0.1698	-0.1571	0.0453	-0.1835	-0.0889	0.1121	0.1618	0.0000	
-0.0000	-0.1797	-0.1879	0.0177	-0.1677	0.1931	0.0373	-0.1499	0.1946	0.0612	-0.1216	0.1896	-0.0928	0.0739	-0.1710	0.1335	0.2384	-0.2501	0.0237	-0.2262	0.2632	-0.0516	0.2106	0.2791	-0.0900	0.1844	0.2979	-0.1518	0.1264	0.3055	0.2464	-0.0094	
0.0000	-0.2300	-0.2624	0.0687	-0.1855	0.2811	0.1335	-0.1326	0.2867	0.1909	-0.0770	0.2835	-0.2386	0.0289	-0.2794	0.2707	-0.1733	0.1971	-0.0513	0.1375	-0.2062	0.0966	-0.0944	-0.1999	0.1298	-0.0508	-0.1804	0.1457	-0.0169	-0.1564	-0.1467	-0.0000	
0.0000	-0.1552	-0.2098	0.1292	-0.0333	0.1726	0.2005	0.1025	0.0562	0.1754	0.1854	-0.0880	-0.0522	-0.1547	0.1724	-0.1088	0.2059	-0.2793	0.1730	-0.0449	0.2353	-0.2770	-0.1439	0.0806	-0.2579	-0.2810	-0.1383	-0.0854	-0.2647	-0.3080	-0.2007	0.0235	
-0.0000	-0.1952	-0.2802	0.2065	0.0150	0.1866	0.2836	0.2192	-0.0272	0.1845	0.2934	-0.2317	0.0288	-0.1995	0.3127	-0.2315	-0.1471	0.2104	-0.1543	-0.0111	-0.1369	0.2053	0.1560	0.0190	0.1255	0.1935	0.1475	-0.0176	0.1166	0.1751	0.1254	0.0000	
-0.0000	-0.1249	-0.2009	0.1986	0.1200	0.0034	0.1232	0.1942	-0.1919	-0.1210	-0.0114	-0.0956	0.1648	0.1798	-0.1455	0.0795	0.1657	-0.2674	0.2659	0.1618	0.0046	-0.1702	-0.2728	-0.2753	0.1780	0.0173	-0.1502	0.2697	0.3077	0.2599	0.1467	-0.0587	
0.0000	-0.1531	-0.2567	0.2770	0.2071	-0.0688	0.0936	0.2273	-0.2880	-0.2539	-0.1335	-0.0358	0.1988	0.2983	-0.2947	0.1826	-0.1154	0.1928	-0.2070	-0.1535	0.0504	0.0678	0.1618	0.2008	-0.1726	-0.0881	0.0228	-0.1214	-0.1743	-0.1650	-0.0990	-0.0000	
0.0000	-0.0900	-0.1624	0.2033	0.2052	-0.1687	-0.1019	-0.0185	-0.0652	-0.1341	-0.1772	0.1901	-0.1752	-0.1402	0.0947	-0.0469	0.1194	-0.2162	0.2721	0.2769	-0.2300	0.1408	0.0260	-0.0936	0.1972	0.2686	0.2987	-0.2869	-0.2399	-0.1692	-0.0865	0.1466	
-0.0000	-0.1053	-0.1954	0.2573	0.2817	-0.2648	-0.2087	-0.1209	0.0136	-0.0980	-0.1976	0.2700	-0.3032	-0.2896	0.2282	-0.1262	-0.0794	0.1468	-0.1922	-0.2088	0.1943	-0.1511	-0.0861	-0.0095	-0.0666	-0.1303	-0.1719	0.1852	0.1692	0.1278	0.0684	0.0000	
-0.0000	-0.0518	-0.1000	0.1417	0.1741	-0.1954	-0.2048	-0.2022	0.1889	0.1667	0.1386	-0.1076	0.0771	0.0500	-0.0283	0.0123	0.0687	-0.1332	0.1897	0.2349	-0.2664	0.2829	0.2841	0.2709	-0.2452	-0.2101	-0.1690	0.1262	0.0856	0.0506	0.0227	-0.3666	
0.0000	-0.0537	-0.1055	0.1537	0.1966	-0.2327	-0.2607	-0.2796	0.2886	0.2873	0.2753	-0.2527	0.2197	0.1766	-0.1243	0.0644	-0.0404	0.0792	-0.1148	-0.1457	0.1707	-0.1887	-0.1990	-0.2013	0.1953	0.1816	0.1608	-0.1342	-0.1032	-0.0696	-0.0349	-0.0000	
0.0000	-0.0116	-0.0230	0.0339	0.0443	-0.0537	-0.0620	-0.0690	0.0741	0.0772	0.0778	-0.0752	0.0688	0.0581	-0.0427	0.0228	0.0154	-0.0306	0.0454	0.0597	-0.0732	0.0857	0.0969	0.1063	-0.1136	-0.1179	-0.1181	0.1127	0.0995	0.0762	0.0420	0.9165	
