0.2132	-0.2132	-0.0000	0.2132	-0.2132	-0.0000	-0.2132	-0.2132	-0.0000	0.2132	-0.2132	0.0000	-0.2132	0.2132	0.0000	0.2132	0.2132	0.0000	-0.2132	-0.2132	-0.0000	0.2132	0.2132	0.0000	0.2132	0.2132	0.0000	-0.2132	0.2132	0.0000	0.2132	0.2132	
0.2239	-0.1861	0.0694	0.2437	-0.1331	0.1331	-0.2437	-0.0694	0.1861	0.2239	-0.0000	-0.2239	-0.1861	-0.0694	-0.2437	0.1331	-0.1331	-0.2437	-0.0694	0.1861	0.2239	-0.2239	-0.1861	-0.0694	-0.2437	-0.1331	0.1331	0.2437	-0.0694	0.1861	-0.2239	0.0000	
0.2326	-0.1522	0.1331	0.2392	-0.0234	0.2239	-0.1699	0.1128	0.2437	0.0466	0.2132	-0.1861	0.0915	-0.2459	-0.0694	-0.2005	-0.2005	0.0694	0.2459	0.0915	-0.1861	0.2326	0.1522	0.1331	0.2392	0.0234	-0.2239	-0.1699	-0.1128	-0.2437	0.0466	-0.2132	
0.2392	-0.1128	0.1861	0.2005	0.0915	0.2437	-0.0234	0.2326	0.1331	-0.1699	0.2132	0.0694	0.2459	-0.0466	0.2239	-0.1522	0.1522	0.2239	-0.0466	-0.2459	-0.0694	-0.2392	-0.1128	-0.1861	-0.2005	0.0915	0.2437	0.0234	0.2326	0.1331	0.1699	0.2132	
0.2437	-0.0694	0.2239	0.1331	0.1861	0.1861	0.1331	0.2239	-0.0694	-0.2437	-0.0000	0.2437	0.0694	0.2239	0.1331	0.1861	0.1861	-0.1331	-0.2239	0.0694	0.2437	0.2437	0.0694	0.2239	0.1331	-0.1861	-0.1861	0.1331	-0.2239	0.0694	-0.2437	0.0000	
0.2459	-0.0234	0.2437	0.0466	0.2392	0.0694	0.2326	0.0915	-0.2239	-0.1128	-0.2132	0.1331	-0.2005	0.1522	-0.1861	0.1699	-0.1699	-0.1861	0.1522	0.2005	-0.1331	-0.2459	-0.0234	-0.2437	-0.0466	0.2392	0.0694	-0.2326	0.0915	-0.2239	0.1128	-0.2132	
0.2459	0.0234	0.2437	-0.0466	0.2392	-0.0694	0.2326	-0.0915	-0.2239	0.1128	-0.2132	-0.1331	-0.2005	-0.1522	-0.1861	-0.1699	-0.1699	0.1861	0.1522	-0.2005	-0.1331	0.2459	-0.0234	0.2437	-0.0466	-0.2392	0.0694	0.2326	0.0915	0.2239	0.1128	0.2132	
0.2437	0.0694	0.2239	-0.1331	0.1861	-0.1861	0.1331	-0.2239	-0.0694	0.2437	-0.0000	-0.2437	0.0694	-0.2239	0.1331	-0.1861	0.1861	0.1331	-0.2239	-0.0694	0.2437	-0.2437	0.0694	-0.2239	0.1331	0.1861	-0.1861	-0.1331	-0.2239	-0.0694	-0.2437	0.0000	
0.2392	0.1128	0.1861	-0.2005	0.0915	-0.2437	-0.0234	-0.2326	0.1331	0.1699	0.2132	-0.0694	0.2459	0.0466	0.2239	0.1522	0.1522	-0.2239	-0.0466	0.2459	-0.0694	0.2392	-0.1128	0.1861	-0.2005	-0.0915	0.2437	-0.0234	0.2326	-0.1331	0.1699	-0.2132	
0.2326	0.1522	0.1331	-0.2392	-0.0234	-0.2239	-0.1699	-0.1128	0.2437	-0.0466	0.2132	0.1861	0.0915	0.2459	-0.0694	0.2005	-0.2005	-0.0694	0.2459	-0.0915	-0.1861	-0.2326	0.1522	-0.1331	0.2392	-0.0234	-0.2239	0.1699	-0.1128	0.2437	0.0466	0.2132	
0.2239	0.1861	0.0694	-0.2437	-0.1331	-0.1331	-0.2437	0.0694	0.1861	-0.2239	0.0000	0.2239	-0.1861	0.0694	-0.2437	-0.1331	-0.1331	0.2437	-0.0694	-0.1861	0.2239	0.2239	-0.1861	0.0694	-0.2437	0.1331	0.1331	-0.2437	-0.0694	-0.1861	-0.2239	0.0000	
0.2132	0.2132	0.0000	-0.2132	-0.2132	-0.0000	-0.2132	0.2132	0.0000	-0.2132	-0.2132	0.0000	-0.2132	-0.2132	-0.0000	-0.2132	0.2132	0.0000	-0.2132	0.2132	0.0000	-0.2132	0.2132	-0.0000	0.2132	-0.2132	0.0000	0.2132	0.2132	-0.0000	0.2132	-0.2132	
0.2005	0.2326	-0.0694	-0.1522	-0.2459	0.1331	-0.0915	0.2392	-0.1861	-0.0234	-0.2132	-0.2239	0.0466	-0.1699	0.2437	0.1128	0.1128	-0.2437	0.1699	0.0466	-0.2239	0.2005	-0.2326	-0.0694	-0.1522	0.2459	-0.1331	-0.0915	-0.2392	0.1861	-0.0234	0.2132	
0.1861	0.2437	-0.1331	-0.0694	-0.2239	0.2239	0.0694	0.1331	-0.2437	0.1861	-0.0000	-0.1861	0.2437	0.1331	0.0694	0.2239	-0.2239	0.0694	0.1331	-0.2437	0.1861	-0.1861	0.2437	0.1331	0.0694	-0.2239	0.2239	-0.0694	0.1331	-0.2437	-0.1861	-0.0000	
0.1699	0.2459	-0.1861	0.0234	-0.1522	0.2437	0.2005	-0.0466	-0.1331	0.2392	0.2132	0.0694	0.1128	0.2326	-0.2239	-0.0915	-0.0915	0.2239	-0.2326	0.1128	0.0694	0.1699	-0.2459	-0.1861	0.0234	0.1522	-0.2437	0.2005	0.0466	0.1331	0.2392	-0.2132	
0.1522	0.2392	-0.2239	0.1128	-0.0466	0.1861	0.2459	-0.2005	0.0694	0.0915	0.2132	0.2437	-0.1699	-0.0234	-0.1331	-0.2326	0.2326	-0.1331	-0.0234	0.1699	-0.2437	-0.1522	0.2392	0.2239	-0.1128	-0.0466	0.1861	-0.2459	-0.2005	0.0694	-0.0915	0.2132	
0.1331	0.2239	-0.2437	0.1861	0.0694	0.0694	0.1861	-0.2437	0.2239	-0.1331	-0.0000	0.1331	-0.2239	-0.2437	0.1861	0.0694	0.0694	-0.1861	0.2437	-0.2239	0.1331	0.1331	-0.2239	-0.2437	0.1861	-0.0694	-0.0694	0.1861	0.2437	-0.2239	-0.1331	-0.0000	
0.1128	0.2005	-0.2437	0.2326	0.1699	-0.0694	0.0466	-0.1522	0.2239	-0.2459	-0.2132	-0.1331	0.0234	-0.0915	0.1861	0.2392	-0.2392	0.1861	-0.0915	-0.0234	0.1331	-0.1128	0.2005	0.2437	-0.2326	0.1699	-0.0694	-0.0466	-0.1522	0.2239	0.2459	-0.2132	
0.0915	0.1699	-0.2239	0.2459	0.2326	-0.1861	-0.1128	0.0234	0.0694	-0.1522	-0.2132	-0.2437	0.2392	0.2005	-0.1331	-0.0466	-0.0466	0.1331	-0.2005	0.2392	-0.2437	0.0915	-0.1699	-0.2239	0.2459	-0.2326	0.1861	-0.1128	-0.0234	-0.0694	-0.1522	0.2132	
0.0694	0.1331	-0.1861	0.2239	0.2437	-0.2437	-0.2239	0.1861	-0.1331	0.0694	0.0000	-0.0694	0.1331	0.1861	-0.2239	-0.2437	0.2437	-0.2239	0.1861	-0.1331	0.0694	-0.0694	0.1331	0.1861	-0.2239	0.2437	-0.2437	0.2239	0.1861	-0.1331	-0.0694	-0.0000	
0.0466	0.0915	-0.1331	0.1699	0.2005	-0.2239	-0.2392	0.2459	-0.2437	0.2326	0.2132	0.1861	-0.1522	-0.1128	0.0694	0.0234	0.0234	-0.0694	0.1128	-0.1522	0.1861	0.0466	-0.0915	-0.1331	0.1699	-0.2005	0.2239	-0.2392	-0.2459	0.2437	0.2326	-0.2132	
0.0234	0.0466	-0.0694	0.0915	0.1128	-0.1331	-0.1522	0.1699	-0.1861	0.2005	0.2132	0.2239	-0.2326	-0.2392	0.2437	0.2459	-0.2459	0.2437	-0.2392	0.2326	-0.2239	-0.0234	0.0466	0.0694	-0.0915	0.1128	-0.1331	0.1522	0.1699	-0.1861	-0.2005	0.2132	
